choose_one_category,tweet_id
injured_or_dead_people,'498506740313231362'
other_useful_information,'498506748693475331'
injured_or_dead_people,'498506769141088257'
injured_or_dead_people,'498506787373723648'
other_useful_information,'498506787843088385'
injured_or_dead_people,'498506804427386880'
injured_or_dead_people,'498506811079946240'
injured_or_dead_people,'498506814972256256'
injured_or_dead_people,'498506827005693953'
injured_or_dead_people,'498506833448165376'
infrastructure_and_utilities_damage,'498506842495275008'
sympathy_and_emotional_support,'498506847109013504'
injured_or_dead_people,'498506850145681408'
injured_or_dead_people,'498506855581110272'
injured_or_dead_people,'498506857002971137'
injured_or_dead_people,'498506862741192704'
injured_or_dead_people,'498506865475469312'
not_related_or_irrelevant,'498506866117586944'
other_useful_information,'498506868252491776'
injured_or_dead_people,'498506870965817347'
other_useful_information,'498506876599164928'
injured_or_dead_people,'498506889291137024'
injured_or_dead_people,'498506891996459008'
other_useful_information,'498506897272885248'
other_useful_information,'498506909000151040'
injured_or_dead_people,'498506919003553795'
injured_or_dead_people,'498506926398124032'
other_useful_information,'498506930399506432'
other_useful_information,'498506936930017281'
injured_or_dead_people,'498506944391675904'
injured_or_dead_people,'498506956987195393'
injured_or_dead_people,'498506963290836993'
missing_trapped_or_found_people,'498506969201008640'
other_useful_information,'498506973231329280'
donation_needs_or_offers_or_volunteering_services,'498506984749301762'
other_useful_information,'498506999718756352'
other_useful_information,'498507000620527616'
other_useful_information,'498507030077128704'
other_useful_information,'498507034489532416'
injured_or_dead_people,'498507042693185536'
injured_or_dead_people,'498507043045933056'
injured_or_dead_people,'498507047143747584'
displaced_people_and_evacuations,'498507047835406336'
injured_or_dead_people,'498507056534798337'
injured_or_dead_people,'498507059990495232'
injured_or_dead_people,'498507064985919490'
not_related_or_irrelevant,'498507067506716672'
other_useful_information,'498507079489826816'
injured_or_dead_people,'498507080400371713'
not_related_or_irrelevant,'498507090567364609'
other_useful_information,'498507098301665281'
not_related_or_irrelevant,'498507104106582016'
other_useful_information,'498507108447309827'
other_useful_information,'498507126008860674'
injured_or_dead_people,'498507134259048448'
injured_or_dead_people,'498507166181883904'
injured_or_dead_people,'498507167092072448'
injured_or_dead_people,'498507167557619712'
injured_or_dead_people,'498507201049542656'
other_useful_information,'498507218690781185'
injured_or_dead_people,'498507271165726720'
other_useful_information,'498507289318678528'
other_useful_information,'498507304556191744'
missing_trapped_or_found_people,'498507350282887168'
caution_and_advice,'498507354959532032'
injured_or_dead_people,'498507358381690881'
injured_or_dead_people,'498507358763368449'
injured_or_dead_people,'498507362727370753'
injured_or_dead_people,'498507367508889602'
missing_trapped_or_found_people,'498507382004412416'
sympathy_and_emotional_support,'498507417538531328'
injured_or_dead_people,'498507434508697604'
injured_or_dead_people,'498507437528186880'
not_related_or_irrelevant,'498507464229552128'
injured_or_dead_people,'498507480549588993'
other_useful_information,'498507518495424512'
injured_or_dead_people,'498507522341617664'
displaced_people_and_evacuations,'498507528351670272'
other_useful_information,'498507532264951808'
injured_or_dead_people,'498507532277932032'
injured_or_dead_people,'498507539068493824'
injured_or_dead_people,'498507548232671232'
not_related_or_irrelevant,'498507550937993219'
injured_or_dead_people,'498507562397224960'
other_useful_information,'498507565022466050'
other_useful_information,'498507596999843840'
other_useful_information,'498507598207803392'
other_useful_information,'498507610421993472'
other_useful_information,'498507618265350144'
other_useful_information,'498507635441008641'
injured_or_dead_people,'498507637601075200'
injured_or_dead_people,'498507648070090753'
other_useful_information,'498507655322030080'
injured_or_dead_people,'498507677639909377'
injured_or_dead_people,'498507680416534528'
injured_or_dead_people,'498507695595720704'
injured_or_dead_people,'498507697504153600'
injured_or_dead_people,'498507706119258112'
injured_or_dead_people,'498507721155817473'
missing_trapped_or_found_people,'498507729171144707'
other_useful_information,'498507741024239616'
donation_needs_or_offers_or_volunteering_services,'498507744614563840'
injured_or_dead_people,'498507752168505345'
caution_and_advice,'498507755003445249'
injured_or_dead_people,'498507781771894784'
injured_or_dead_people,'498507791167152128'
sympathy_and_emotional_support,'498507797672497152'
other_useful_information,'498507802424266753'
injured_or_dead_people,'498507831021428737'
injured_or_dead_people,'498507842480250880'
injured_or_dead_people,'498507844597977088'
other_useful_information,'498507864131268609'
injured_or_dead_people,'498507866803019776'
injured_or_dead_people,'498507868891783168'
injured_or_dead_people,'498507869537718272'
injured_or_dead_people,'498507870238171136'
other_useful_information,'498507870863097856'
injured_or_dead_people,'498507876303130624'
injured_or_dead_people,'498507885278945280'
injured_or_dead_people,'498507897010016256'
injured_or_dead_people,'498507907055362048'
other_useful_information,'498507909220012033'
injured_or_dead_people,'498507936453632000'
injured_or_dead_people,'498507948638089216'
displaced_people_and_evacuations,'498507999053627393'
injured_or_dead_people,'498508006209118208'
injured_or_dead_people,'498508023443111936'
injured_or_dead_people,'498508047661416449'
injured_or_dead_people,'498508075364794369'
sympathy_and_emotional_support,'498508085074599936'
other_useful_information,'498508141408309248'
injured_or_dead_people,'498508149847232513'
injured_or_dead_people,'498508162010714112'
infrastructure_and_utilities_damage,'498508180281114624'
injured_or_dead_people,'498508181551980545'
injured_or_dead_people,'498508181606531072'
injured_or_dead_people,'498508183476785152'
injured_or_dead_people,'498508198522155009'
injured_or_dead_people,'498508203634610176'
injured_or_dead_people,'498508220076658688'
injured_or_dead_people,'498508223092359169'
injured_or_dead_people,'498508223264358400'
injured_or_dead_people,'498508267333500928'
not_related_or_irrelevant,'498508270890258432'
other_useful_information,'498508294797799424'
injured_or_dead_people,'498508297180172288'
caution_and_advice,'498508305644683264'
injured_or_dead_people,'498508313663774721'
injured_or_dead_people,'498508325365874689'
injured_or_dead_people,'498508328205832193'
injured_or_dead_people,'498508338003329024'
injured_or_dead_people,'498508344702009344'
injured_or_dead_people,'498508361697329152'
caution_and_advice,'498508382119018496'
other_useful_information,'498508384081956865'
injured_or_dead_people,'498508396560392193'
injured_or_dead_people,'498508405330280448'
injured_or_dead_people,'498508429825441793'
not_related_or_irrelevant,'498508476965212160'
injured_or_dead_people,'498508484531326976'
sympathy_and_emotional_support,'498508527036424192'
injured_or_dead_people,'498508536641748992'
sympathy_and_emotional_support,'498508546632605696'
missing_trapped_or_found_people,'498508546641002497'
injured_or_dead_people,'498508546661969920'
other_useful_information,'498508546678345728'
not_related_or_irrelevant,'498508559521677312'
injured_or_dead_people,'498508577481707520'
injured_or_dead_people,'498508650626158592'
injured_or_dead_people,'498508653679628290'
injured_or_dead_people,'498508656082948096'
donation_needs_or_offers_or_volunteering_services,'498508662265376768'
other_useful_information,'498508675473235968'
injured_or_dead_people,'498508696880939008'
sympathy_and_emotional_support,'498508710889525248'
injured_or_dead_people,'498508728640237569'
other_useful_information,'498508745614581760'
not_related_or_irrelevant,'498508751234957312'
injured_or_dead_people,'498508754389073920'
sympathy_and_emotional_support,'498508778229465088'
displaced_people_and_evacuations,'498508791407968257'
other_useful_information,'498508862689771521'
other_useful_information,'498508882080051200'
sympathy_and_emotional_support,'498508915655852034'
infrastructure_and_utilities_damage,'498508929912303616'
injured_or_dead_people,'498508942189006848'
injured_or_dead_people,'498508953701994496'
injured_or_dead_people,'498508964980883456'
injured_or_dead_people,'498508971003891712'
other_useful_information,'498508993493737472'
displaced_people_and_evacuations,'498509007251058688'
injured_or_dead_people,'498509029912883200'
infrastructure_and_utilities_damage,'498509031762558976'
injured_or_dead_people,'498509050158788608'
injured_or_dead_people,'498509068819267585'
injured_or_dead_people,'498509090512203776'
injured_or_dead_people,'498509123726872576'
not_related_or_irrelevant,'498509143523590145'
other_useful_information,'498509167012106241'
injured_or_dead_people,'498509180287090690'
infrastructure_and_utilities_damage,'498509187006357504'
injured_or_dead_people,'498509260813516800'
infrastructure_and_utilities_damage,'498509266433875968'
injured_or_dead_people,'498509268371668992'
caution_and_advice,'498509270527139840'
injured_or_dead_people,'498509291637465089'
injured_or_dead_people,'498509292626911232'
donation_needs_or_offers_or_volunteering_services,'498509293986258945'
caution_and_advice,'498509300894273536'
injured_or_dead_people,'498509313598816256'
injured_or_dead_people,'498509315318116352'
injured_or_dead_people,'498509317155209216'
injured_or_dead_people,'498509320351653890'
injured_or_dead_people,'498509360042352640'
injured_or_dead_people,'498509381139304448'
injured_or_dead_people,'498509384754806786'
injured_or_dead_people,'498509395588706304'
other_useful_information,'498509396939653121'
other_useful_information,'498509401645264896'
injured_or_dead_people,'498509404921409536'
injured_or_dead_people,'498509413226139649'
other_useful_information,'498509417026162689'
injured_or_dead_people,'498509424017698817'
injured_or_dead_people,'498509425741537283'
other_useful_information,'498509433115123712'
infrastructure_and_utilities_damage,'498509435619139585'
donation_needs_or_offers_or_volunteering_services,'498509455404072960'
donation_needs_or_offers_or_volunteering_services,'498509456855285762'
injured_or_dead_people,'498509457044033538'
injured_or_dead_people,'498509467772649473'
injured_or_dead_people,'498509480611831808'
injured_or_dead_people,'498509510508834816'
not_related_or_irrelevant,'498509519899852800'
donation_needs_or_offers_or_volunteering_services,'498509535158738944'
injured_or_dead_people,'498509551340371968'
injured_or_dead_people,'498509556532539392'
sympathy_and_emotional_support,'498509567643643904'
donation_needs_or_offers_or_volunteering_services,'498509572286341121'
injured_or_dead_people,'498509577134948352'
injured_or_dead_people,'498509578561003520'
other_useful_information,'498509595078557697'
other_useful_information,'498509612656517120'
injured_or_dead_people,'498509640032727041'
not_related_or_irrelevant,'498509677257576448'
injured_or_dead_people,'498509686711529472'
injured_or_dead_people,'498509687801643008'
donation_needs_or_offers_or_volunteering_services,'498509705065816064'
injured_or_dead_people,'498509740058886146'
injured_or_dead_people,'498509747075964928'
injured_or_dead_people,'498509754390827009'
injured_or_dead_people,'498509793158782976'
not_related_or_irrelevant,'498509806203047938'
other_useful_information,'498509856517926912'
injured_or_dead_people,'498509864717807616'
injured_or_dead_people,'498509886456864768'
injured_or_dead_people,'498509896334442496'
injured_or_dead_people,'498509902181314560'
injured_or_dead_people,'498509913619177473'
injured_or_dead_people,'498509914109906944'
not_related_or_irrelevant,'498509919545741312'
injured_or_dead_people,'498509930287362049'
injured_or_dead_people,'498509936679059457'
infrastructure_and_utilities_damage,'498509940097822720'
other_useful_information,'498509949358456832'
injured_or_dead_people,'498510055096848385'
not_related_or_irrelevant,'498510078761127936'
injured_or_dead_people,'498510095031205890'
injured_or_dead_people,'498510111988789248'
injured_or_dead_people,'498510118007214080'
injured_or_dead_people,'498510127003996161'
not_related_or_irrelevant,'498510127298015233'
injured_or_dead_people,'498510148261146625'
injured_or_dead_people,'498510149871755265'
other_useful_information,'498510164517851137'
other_useful_information,'498510181782007808'
injured_or_dead_people,'498510194801139712'
other_useful_information,'498510222210920448'
injured_or_dead_people,'498510236731584513'
injured_or_dead_people,'498510243177848833'
injured_or_dead_people,'498510258885505025'
injured_or_dead_people,'498510312191328256'
injured_or_dead_people,'498510315202420736'
injured_or_dead_people,'498510320990953474'
injured_or_dead_people,'498510321540419584'
injured_or_dead_people,'498510332411654144'
injured_or_dead_people,'498510349176303616'
infrastructure_and_utilities_damage,'498510384949899264'
injured_or_dead_people,'498510407913730048'
injured_or_dead_people,'498510413106249728'
infrastructure_and_utilities_damage,'498510415639224320'
other_useful_information,'498510420249178112'
injured_or_dead_people,'498510437848072192'
infrastructure_and_utilities_damage,'498510446128017410'
other_useful_information,'498510455812653056'
injured_or_dead_people,'498510492839976963'
injured_or_dead_people,'498510499848650753'
not_related_or_irrelevant,'498510508538871809'
other_useful_information,'498510509818146816'
injured_or_dead_people,'498510511068041217'
donation_needs_or_offers_or_volunteering_services,'498510533323395072'
injured_or_dead_people,'498510549693788161'
injured_or_dead_people,'498510567695323139'
infrastructure_and_utilities_damage,'498510571076345856'
injured_or_dead_people,'498510578264965122'
injured_or_dead_people,'498510579599151104'
injured_or_dead_people,'498510586226147329'
injured_or_dead_people,'498510626604318722'
other_useful_information,'498510634393149440'
infrastructure_and_utilities_damage,'498510636910145537'
other_useful_information,'498510638281670656'
caution_and_advice,'498510643851718657'
donation_needs_or_offers_or_volunteering_services,'498510664252395520'
injured_or_dead_people,'498510667821768705'
injured_or_dead_people,'498510674319142914'
infrastructure_and_utilities_damage,'498510751406243840'
injured_or_dead_people,'498510805797969920'
other_useful_information,'498510806783639552'
other_useful_information,'498510808775942144'
donation_needs_or_offers_or_volunteering_services,'498510811837370369'
injured_or_dead_people,'498510816820617217'
injured_or_dead_people,'498510816933445632'
not_related_or_irrelevant,'498510834067189760'
injured_or_dead_people,'498510840237416448'
injured_or_dead_people,'498510900030996480'
injured_or_dead_people,'498510936605331456'
injured_or_dead_people,'498510958369976322'
injured_or_dead_people,'498511001545760768'
other_useful_information,'498511021901119488'
injured_or_dead_people,'498511033229922304'
injured_or_dead_people,'498511035511623680'
injured_or_dead_people,'498511040167305216'
injured_or_dead_people,'498511040402178049'
injured_or_dead_people,'498511042821885952'
injured_or_dead_people,'498511048711110656'
infrastructure_and_utilities_damage,'498511080608772096'
caution_and_advice,'498511102175498240'
injured_or_dead_people,'498511103207677952'
other_useful_information,'498511109457215488'
caution_and_advice,'498511115848933376'
other_useful_information,'498511133071122434'
other_useful_information,'498511139022446592'
displaced_people_and_evacuations,'498511139765243904'
injured_or_dead_people,'498511148518752256'
injured_or_dead_people,'498511152088113153'
injured_or_dead_people,'498511155296743425'
not_related_or_irrelevant,'498511217930301441'
injured_or_dead_people,'498511221599924224'
injured_or_dead_people,'498511252595830784'
other_useful_information,'498511254785257473'
donation_needs_or_offers_or_volunteering_services,'498511300276674560'
not_related_or_irrelevant,'498511313224888320'
injured_or_dead_people,'498511345453506560'
other_useful_information,'498511347462574081'
injured_or_dead_people,'498511365527855104'
injured_or_dead_people,'498511407441133568'
injured_or_dead_people,'498511433286434816'
missing_trapped_or_found_people,'498511441171738624'
injured_or_dead_people,'498511450852192257'
infrastructure_and_utilities_damage,'498511464685404160'
injured_or_dead_people,'498511468120113153'
other_useful_information,'498511470791897089'
injured_or_dead_people,'498511472272875521'
injured_or_dead_people,'498511480254652416'
injured_or_dead_people,'498511497325080577'
injured_or_dead_people,'498511558214189056'
infrastructure_and_utilities_damage,'498511564496830464'
infrastructure_and_utilities_damage,'498511584902545408'
not_related_or_irrelevant,'498511672164614144'
injured_or_dead_people,'498511672756408320'
injured_or_dead_people,'498511684232044544'
injured_or_dead_people,'498511715894829056'
other_useful_information,'498511717044076544'
not_related_or_irrelevant,'498511718851833856'
injured_or_dead_people,'498511725264523265'
sympathy_and_emotional_support,'498511733104058368'
other_useful_information,'498511739148066816'
injured_or_dead_people,'498511750594297857'
injured_or_dead_people,'498511751651291136'
injured_or_dead_people,'498511756030124032'
injured_or_dead_people,'498511764846559232'
caution_and_advice,'498511768256516097'
not_related_or_irrelevant,'498511770668240896'
injured_or_dead_people,'498511777920208896'
injured_or_dead_people,'498511789681037312'
injured_or_dead_people,'498511796870086657'
not_related_or_irrelevant,'498511801160826880'
injured_or_dead_people,'498511801475026944'
injured_or_dead_people,'498511813341085696'
injured_or_dead_people,'498511814729031680'
injured_or_dead_people,'498511844407930880'
displaced_people_and_evacuations,'498511892826951680'
other_useful_information,'498511912012087298'
injured_or_dead_people,'498511913954074625'
not_related_or_irrelevant,'498511924724654082'
injured_or_dead_people,'498511932354469888'
injured_or_dead_people,'498511946061471745'
injured_or_dead_people,'498511947537874944'
injured_or_dead_people,'498511967360151553'
injured_or_dead_people,'498511970065477632'
injured_or_dead_people,'498511991292444672'
injured_or_dead_people,'498511991821316096'
injured_or_dead_people,'498511992622419968'
caution_and_advice,'498512020296069120'
displaced_people_and_evacuations,'498512047173541888'
injured_or_dead_people,'498512069864341504'
injured_or_dead_people,'498512088571338753'
injured_or_dead_people,'498512120032821248'
injured_or_dead_people,'498512132246601728'
injured_or_dead_people,'498512146138144769'
other_useful_information,'498512150231400450'
injured_or_dead_people,'498512158511337472'
injured_or_dead_people,'498512159798988800'
other_useful_information,'498512167176773632'
injured_or_dead_people,'498512172247687168'
other_useful_information,'498512180720177152'
injured_or_dead_people,'498512191805743104'
injured_or_dead_people,'498512199665451008'
other_useful_information,'498512204086665217'
injured_or_dead_people,'498512222725750784'
other_useful_information,'498512225859289088'
other_useful_information,'498512240304476160'
injured_or_dead_people,'498512242082869248'
injured_or_dead_people,'498512248235892736'
injured_or_dead_people,'498512256703791105'
injured_or_dead_people,'498512283405152256'
injured_or_dead_people,'498512303013515264'
injured_or_dead_people,'498512311632818176'
caution_and_advice,'498512318221672448'
infrastructure_and_utilities_damage,'498512319588995072'
other_useful_information,'498512334688886784'
infrastructure_and_utilities_damage,'498512358000832512'
injured_or_dead_people,'498512383262724098'
injured_or_dead_people,'498512390342733825'
injured_or_dead_people,'498512421636829185'
injured_or_dead_people,'498512423171923968'
not_related_or_irrelevant,'498512427680813056'
caution_and_advice,'498512435767025665'
injured_or_dead_people,'498512479471685632'
other_useful_information,'498512489848795136'
injured_or_dead_people,'498512492062986240'
injured_or_dead_people,'498512501169225728'
displaced_people_and_evacuations,'498512511952359424'
injured_or_dead_people,'498512513399402496'
injured_or_dead_people,'498512538041327616'
injured_or_dead_people,'498512558274658304'
injured_or_dead_people,'498512558572462080'
injured_or_dead_people,'498512565916270593'
not_related_or_irrelevant,'498512583872499712'
other_useful_information,'498512586401660928'
injured_or_dead_people,'498512602495201280'
other_useful_information,'498512604621729792'
injured_or_dead_people,'498512625853292544'
injured_or_dead_people,'498512636213198849'
injured_or_dead_people,'498512657771950080'
injured_or_dead_people,'498512664818380800'
injured_or_dead_people,'498512707285315585'
caution_and_advice,'498512707666976770'
injured_or_dead_people,'498512714361102336'
injured_or_dead_people,'498512745348612096'
other_useful_information,'498512748247261184'
other_useful_information,'498512765896491008'
injured_or_dead_people,'498512769403338753'
injured_or_dead_people,'498512769432694784'
injured_or_dead_people,'498512771471142913'
not_related_or_irrelevant,'498512788193832960'
injured_or_dead_people,'498512794073841665'
injured_or_dead_people,'498512806694912000'
injured_or_dead_people,'498512807826972672'
injured_or_dead_people,'498512857881800704'
injured_or_dead_people,'498512872646144002'
injured_or_dead_people,'498512876236468225'
injured_or_dead_people,'498512889561755649'
injured_or_dead_people,'498512889872154624'
injured_or_dead_people,'498512903675596800'
other_useful_information,'498512906364125184'
other_useful_information,'498512909782507522'
infrastructure_and_utilities_damage,'498512920767381504'
injured_or_dead_people,'498512929403449344'
injured_or_dead_people,'498512954829312000'
injured_or_dead_people,'498512963163418624'
other_useful_information,'498512963741831169'
injured_or_dead_people,'498512966191693824'
donation_needs_or_offers_or_volunteering_services,'498512967118229504'
not_related_or_irrelevant,'498513006783758336'
injured_or_dead_people,'498513008654430210'
injured_or_dead_people,'498513024135995393'
other_useful_information,'498513028087021568'
injured_or_dead_people,'498513028519059457'
injured_or_dead_people,'498513032927260672'
injured_or_dead_people,'498513042049871873'
other_useful_information,'498513045086560257'
injured_or_dead_people,'498513072806723587'
injured_or_dead_people,'498513083200192513'
other_useful_information,'498513104431742976'
injured_or_dead_people,'498513112153092096'
injured_or_dead_people,'498513125403267072'
injured_or_dead_people,'498513164838129666'
infrastructure_and_utilities_damage,'498513168604217344'
injured_or_dead_people,'498513175021887488'
injured_or_dead_people,'498513178125697024'
injured_or_dead_people,'498513192872841216'
injured_or_dead_people,'498513197339795456'
injured_or_dead_people,'498513201726623744'
donation_needs_or_offers_or_volunteering_services,'498513202079350784'
injured_or_dead_people,'498513203027275776'
not_related_or_irrelevant,'498513207200595968'
displaced_people_and_evacuations,'498513211810152448'
injured_or_dead_people,'498513253404651520'
injured_or_dead_people,'498513265865936897'
other_useful_information,'498513270039666688'
other_useful_information,'498513281905352704'
not_related_or_irrelevant,'498513284824580096'
injured_or_dead_people,'498513316885848064'
other_useful_information,'498513322078371840'
other_useful_information,'498513347466522624'
injured_or_dead_people,'498513390160343041'
other_useful_information,'498513405914128384'
injured_or_dead_people,'498513429951287296'
other_useful_information,'498513447748120579'
injured_or_dead_people,'498513448687263744'
injured_or_dead_people,'498513450109517824'
injured_or_dead_people,'498513472766742530'
injured_or_dead_people,'498513473966309376'
other_useful_information,'498513475786657793'
injured_or_dead_people,'498513476239650818'
injured_or_dead_people,'498513476529045504'
injured_or_dead_people,'498513481793273856'
not_related_or_irrelevant,'498513510440398848'
injured_or_dead_people,'498513533068660737'
not_related_or_irrelevant,'498513538378633217'
other_useful_information,'498513541474045952'
caution_and_advice,'498513551405764609'
not_related_or_irrelevant,'498513569831718912'
other_useful_information,'498513576093843457'
injured_or_dead_people,'498513580615278592'
injured_or_dead_people,'498513602899230720'
injured_or_dead_people,'498513624378650624'
injured_or_dead_people,'498513635203772418'
injured_or_dead_people,'498513637699776514'
injured_or_dead_people,'498513665247961088'
injured_or_dead_people,'498513695270764545'
not_related_or_irrelevant,'498513697963524098'
other_useful_information,'498513699792228352'
injured_or_dead_people,'498513706834460672'
other_useful_information,'498513708466049024'
other_useful_information,'498513709535203328'
infrastructure_and_utilities_damage,'498513721921396736'
injured_or_dead_people,'498513752212664320'
injured_or_dead_people,'498513758785142784'
other_useful_information,'498513793861709824'
injured_or_dead_people,'498513843036106753'
other_useful_information,'498513853789900800'
other_useful_information,'498513854305808384'
injured_or_dead_people,'498513861696565248'
injured_or_dead_people,'498513886312538112'
injured_or_dead_people,'498513889269911552'
injured_or_dead_people,'498513894454099969'
donation_needs_or_offers_or_volunteering_services,'498513900032499712'
injured_or_dead_people,'498513903882895360'
injured_or_dead_people,'498513924149747712'
injured_or_dead_people,'498513929514278913'
other_useful_information,'498513930818703361'
injured_or_dead_people,'498513949906579457'
injured_or_dead_people,'498513949969481729'
other_useful_information,'498513949977886720'
injured_or_dead_people,'498513953992216576'
caution_and_advice,'498513965186424832'
injured_or_dead_people,'498513972656865280'
injured_or_dead_people,'498513976133967872'
injured_or_dead_people,'498513984849731586'
injured_or_dead_people,'498514009617104896'
displaced_people_and_evacuations,'498514010124193793'
other_useful_information,'498514018383167489'
other_useful_information,'498514024883953666'
injured_or_dead_people,'498514025467351040'
injured_or_dead_people,'498514038532620289'
injured_or_dead_people,'498514038557769728'
other_useful_information,'498514105326911488'
sympathy_and_emotional_support,'498514108875276288'
infrastructure_and_utilities_damage,'498514119117795329'
other_useful_information,'498514120858415105'
injured_or_dead_people,'498514135575851008'
other_useful_information,'498514144883384320'
injured_or_dead_people,'498514149694246913'
injured_or_dead_people,'498514161827979265'
other_useful_information,'498514165800378368'
other_useful_information,'498514171370418176'
injured_or_dead_people,'498514175736303617'
injured_or_dead_people,'498514208544555008'
injured_or_dead_people,'498514230078083072'
donation_needs_or_offers_or_volunteering_services,'498514230354522113'
injured_or_dead_people,'498514231885828097'
other_useful_information,'498514234725003264'
injured_or_dead_people,'498514237543563264'
injured_or_dead_people,'498514240408674305'
injured_or_dead_people,'498514283379298304'
injured_or_dead_people,'498514285182865410'
other_useful_information,'498514296905953280'
injured_or_dead_people,'498514304170483713'
injured_or_dead_people,'498514313599258624'
other_useful_information,'498514362987184128'
injured_or_dead_people,'498514377876578306'
injured_or_dead_people,'498514409094774785'
not_related_or_irrelevant,'498514417416679424'
donation_needs_or_offers_or_volunteering_services,'498514421678080000'
injured_or_dead_people,'498514422567305216'
injured_or_dead_people,'498514423087382528'
injured_or_dead_people,'498514424689197057'
injured_or_dead_people,'498514444888977410'
injured_or_dead_people,'498514446684520449'
other_useful_information,'498514448903340032'
other_useful_information,'498514461196443649'
other_useful_information,'498514467979018240'
other_useful_information,'498514470134894593'
sympathy_and_emotional_support,'498514473024774144'
injured_or_dead_people,'498514478246289408'
injured_or_dead_people,'498514478666088448'
injured_or_dead_people,'498514489549934595'
other_useful_information,'498514489940377600'
injured_or_dead_people,'498514501189111809'
injured_or_dead_people,'498514505958424577'
other_useful_information,'498514519384420352'
other_useful_information,'498514522911412224'
not_related_or_irrelevant,'498514523649613824'
injured_or_dead_people,'498514524362661890'
other_useful_information,'498514530926751744'
injured_or_dead_people,'498514531597811712'
infrastructure_and_utilities_damage,'498514531983687681'
other_useful_information,'498514532759654400'
injured_or_dead_people,'498514533766283265'
not_related_or_irrelevant,'498514538736529408'
other_useful_information,'498514545007398912'
other_useful_information,'498514552036659200'
injured_or_dead_people,'498514558240055296'
other_useful_information,'498514561331638272'
injured_or_dead_people,'498514563919134721'
donation_needs_or_offers_or_volunteering_services,'498514565379149824'
injured_or_dead_people,'498514569329770496'
infrastructure_and_utilities_damage,'498514591450947584'
infrastructure_and_utilities_damage,'498514594286292992'
injured_or_dead_people,'498514598740242432'
injured_or_dead_people,'498514652062838785'
injured_or_dead_people,'498514674229731328'
injured_or_dead_people,'498514674473009152'
injured_or_dead_people,'498514689824133121'
infrastructure_and_utilities_damage,'498514693389316097'
injured_or_dead_people,'498514698539892737'
donation_needs_or_offers_or_volunteering_services,'498514702973304832'
not_related_or_irrelevant,'498514735508123648'
injured_or_dead_people,'498514742198431744'
other_useful_information,'498514751907823616'
infrastructure_and_utilities_damage,'498514764893392897'
other_useful_information,'498514800302112768'
not_related_or_irrelevant,'498514814822404096'
sympathy_and_emotional_support,'498514819553959936'
injured_or_dead_people,'498514823114928128'
injured_or_dead_people,'498514868052713474'
not_related_or_irrelevant,'498514880488411136'
infrastructure_and_utilities_damage,'498514898218135552'
injured_or_dead_people,'498514915372462080'
injured_or_dead_people,'498514915683221504'
not_related_or_irrelevant,'498514918279499776'
not_related_or_irrelevant,'498514920292364288'
not_related_or_irrelevant,'498514924747100160'
injured_or_dead_people,'498514933706158080'
injured_or_dead_people,'498514947530588160'
other_useful_information,'498514973694636032'
other_useful_information,'498514975921831937'
other_useful_information,'498514987267403776'
other_useful_information,'498514994003460096'
infrastructure_and_utilities_damage,'498515027176198144'
injured_or_dead_people,'498515030057689089'
injured_or_dead_people,'498515034792673280'
injured_or_dead_people,'498515051440242688'
injured_or_dead_people,'498515071837155328'
injured_or_dead_people,'498515076530585600'
injured_or_dead_people,'498515086328086528'
injured_or_dead_people,'498515097992822784'
infrastructure_and_utilities_damage,'498515101134389248'
injured_or_dead_people,'498515116363882496'
injured_or_dead_people,'498515125008355328'
injured_or_dead_people,'498515125956259840'
injured_or_dead_people,'498515127894036481'
injured_or_dead_people,'498515148198674433'
injured_or_dead_people,'498515163205894147'
injured_or_dead_people,'498515172341055488'
donation_needs_or_offers_or_volunteering_services,'498515177860767744'
injured_or_dead_people,'498515182562590721'
injured_or_dead_people,'498515185217593344'
other_useful_information,'498515199100719104'
caution_and_advice,'498515201919311872'
donation_needs_or_offers_or_volunteering_services,'498515213386526720'
other_useful_information,'498515236883009536'
injured_or_dead_people,'498515253693788160'
injured_or_dead_people,'498515257003081730'
injured_or_dead_people,'498515299449438208'
injured_or_dead_people,'498515310769897472'
other_useful_information,'498515323004284929'
infrastructure_and_utilities_damage,'498515329489059840'
injured_or_dead_people,'498515329493254145'
other_useful_information,'498515329501655040'
sympathy_and_emotional_support,'498515332915806209'
sympathy_and_emotional_support,'498515340939526146'
other_useful_information,'498515343229587456'
injured_or_dead_people,'498515348157898752'
other_useful_information,'498515383599394816'
other_useful_information,'498515388960092160'
other_useful_information,'498515398216921088'
injured_or_dead_people,'498515413341200386'
other_useful_information,'498515436246298624'
injured_or_dead_people,'498515437122899970'
other_useful_information,'498515445134426113'
injured_or_dead_people,'498515482170122241'
displaced_people_and_evacuations,'498515483277025282'
other_useful_information,'498515488994230272'
other_useful_information,'498515510259384320'
displaced_people_and_evacuations,'498515512071303169'
injured_or_dead_people,'498515539191693313'
other_useful_information,'498515545915133954'
injured_or_dead_people,'498515546523336704'
other_useful_information,'498515560557473793'
injured_or_dead_people,'498515563472101376'
other_useful_information,'498515578236461057'
injured_or_dead_people,'498515579436011520'
injured_or_dead_people,'498515594002825217'
injured_or_dead_people,'498515598499131392'
injured_or_dead_people,'498515603305820160'
injured_or_dead_people,'498515627049766912'
other_useful_information,'498515644288339968'
infrastructure_and_utilities_damage,'498515656175009792'
injured_or_dead_people,'498515658913882113'
